time,x_error,y_error,theta_error
0.786000, 1.074769, 0.056452, 0.153434
0.787000, 1.075166, 0.056514, 0.152454
0.788000, 1.075564, 0.056575, 0.151480
0.789000, 1.075961, 0.056636, 0.150512
0.790000, 1.076358, 0.056696, 0.149550
0.791000, 1.076756, 0.056756, 0.148593
0.792000, 1.077153, 0.056815, 0.147642
0.793000, 1.077551, 0.056874, 0.146697
0.794000, 1.077949, 0.056933, 0.145758
0.795000, 1.078347, 0.056992, 0.144824
0.796000, 1.078746, 0.057050, 0.143896
0.797000, 1.079144, 0.057107, 0.142973
0.798000, 1.079542, 0.057165, 0.142056
0.799000, 1.079941, 0.057222, 0.141145
0.800000, 1.080340, 0.057278, 0.140239
0.801000, 1.080738, 0.057335, 0.139339
0.802000, 1.081137, 0.057391, 0.138444
0.803000, 1.081536, 0.057446, 0.137554
0.804000, 1.081936, 0.057502, 0.136670
0.805000, 1.082335, 0.057556, 0.135792
0.806000, 1.082734, 0.057611, 0.134918
0.807000, 1.083134, 0.057665, 0.134050
0.808000, 1.083533, 0.057719, 0.133188
0.809000, 1.083933, 0.057773, 0.132330
0.810000, 1.084333, 0.057826, 0.131478
0.811000, 1.084733, 0.057879, 0.130631
0.812000, 1.085133, 0.057931, 0.129789
0.813000, 1.085533, 0.057984, 0.128952
0.814000, 1.085934, 0.058035, 0.128121
0.815000, 1.086334, 0.058087, 0.127294
0.816000, 1.086734, 0.058138, 0.126473
0.817000, 1.087135, 0.058189, 0.125657
0.818000, 1.087536, 0.058240, 0.124845
0.819000, 1.087936, 0.058290, 0.124039
0.820000, 1.088337, 0.058340, 0.123238
0.821000, 1.088738, 0.058390, 0.122441
0.822000, 1.089139, 0.058439, 0.121650
0.823000, 1.089540, 0.058488, 0.120863
0.824000, 1.089942, 0.058537, 0.120081
0.825000, 1.090343, 0.058585, 0.119304
0.826000, 1.090744, 0.058633, 0.118532
0.827000, 1.091146, 0.058681, 0.117765
0.828000, 1.091547, 0.058729, 0.117002
0.829000, 1.091949, 0.058776, 0.116244
0.830000, 1.092351, 0.058823, 0.115491
0.831000, 1.092753, 0.058869, 0.114742
0.832000, 1.093155, 0.058916, 0.113999
0.833000, 1.093557, 0.058962, 0.113259
0.834000, 1.093959, 0.059008, 0.112525
0.835000, 1.094361, 0.059053, 0.111794
0.836000, 1.094763, 0.059098, 0.111069
0.837000, 1.095165, 0.059143, 0.110348
0.838000, 1.095568, 0.059188, 0.109631
0.839000, 1.095970, 0.059232, 0.108919
0.840000, 1.096373, 0.059276, 0.108212
0.841000, 1.096775, 0.059320, 0.107508
0.842000, 1.097178, 0.059363, 0.106810
0.843000, 1.097581, 0.059406, 0.106115
0.844000, 1.097984, 0.059449, 0.105425
0.845000, 1.098386, 0.059492, 0.104739
0.846000, 1.098789, 0.059534, 0.104058
0.847000, 1.099192, 0.059576, 0.103381
0.848000, 1.099596, 0.059618, 0.102708
0.849000, 1.099999, 0.059660, 0.102039
0.850000, 1.100402, 0.059701, 0.101374
0.851000, 1.100805, 0.059742, 0.100714
0.852000, 1.101209, 0.059783, 0.100058
0.853000, 1.101612, 0.059823, 0.099406
0.854000, 1.102015, 0.059863, 0.098758
0.855000, 1.102419, 0.059903, 0.098114
0.856000, 1.102823, 0.059943, 0.097474
0.857000, 1.103226, 0.059983, 0.096838
0.858000, 1.103630, 0.060022, 0.096207
0.859000, 1.104034, 0.060061, 0.095579
0.860000, 1.104438, 0.060099, 0.094955
0.861000, 1.104841, 0.060138, 0.094335
0.862000, 1.105245, 0.060176, 0.093719
0.863000, 1.105649, 0.060214, 0.093107
0.864000, 1.106054, 0.060252, 0.092499
0.865000, 1.106458, 0.060289, 0.091894
0.866000, 1.106862, 0.060327, 0.091294
0.867000, 1.107266, 0.060364, 0.090697
0.868000, 1.107670, 0.060400, 0.090104
0.869000, 1.108075, 0.060437, 0.089515
0.870000, 1.108479, 0.060473, 0.088930
0.871000, 1.108883, 0.060509, 0.088348
0.872000, 1.109288, 0.060545, 0.087770
0.873000, 1.109692, 0.060581, 0.087196
0.874000, 1.110097, 0.060616, 0.086625
0.875000, 1.110502, 0.060651, 0.086058
0.876000, 1.110906, 0.060686, 0.085495
0.877000, 1.111311, 0.060721, 0.084935
0.878000, 1.111716, 0.060755, 0.084379
0.879000, 1.112120, 0.060789, 0.083826
0.880000, 1.112525, 0.060823, 0.083277
0.881000, 1.112930, 0.060857, 0.082731
0.882000, 1.113335, 0.060891, 0.082189
0.883000, 1.113740, 0.060924, 0.081650
0.884000, 1.114145, 0.060957, 0.081115
0.885000, 1.114550, 0.060990, 0.080583
0.886000, 1.114955, 0.061023, 0.080055
0.887000, 1.115360, 0.061055, 0.079530
0.888000, 1.115766, 0.061088, 0.079008
0.889000, 1.116171, 0.061120, 0.078490
0.890000, 1.116576, 0.061152, 0.077975
0.891000, 1.116981, 0.061183, 0.077463
0.892000, 1.117387, 0.061215, 0.076954
0.893000, 1.117792, 0.061246, 0.076449
0.894000, 1.118197, 0.061277, 0.075947
