time,eye_theta_error_l,eye_theta_error_r
1.067000,0.054633,0.062419
1.068000,0.054633,0.062419
1.069000,0.054633,0.062419
1.070000,0.054633,0.062419
1.071000,0.054633,0.062419
1.072000,0.054633,0.062419
1.073000,0.054633,0.062419
1.074000,0.054633,0.062419
1.075000,0.054633,0.062419
1.076000,0.054633,0.062419
1.077000,0.054633,0.062419
1.078000,0.054633,0.062419
1.079000,0.054633,0.062419
1.080000,0.054633,0.062419
1.081000,0.062419,0.062419
1.082000,0.062419,0.062419
1.083000,0.062419,0.062419
1.084000,0.062419,0.062419
1.085000,0.062419,0.062419
1.086000,0.062419,0.070197
1.087000,0.062419,0.070197
1.088000,0.062419,0.070197
1.089000,0.062419,0.070197
1.090000,0.062419,0.070197
1.091000,0.062419,0.070197
1.092000,0.062419,0.070197
1.093000,0.062419,0.070197
1.094000,0.062419,0.070197
1.095000,0.062419,0.070197
1.096000,0.062419,0.070197
1.097000,0.062419,0.070197
1.098000,0.062419,0.070197
1.099000,0.062419,0.070197
1.100000,0.062419,0.070197
1.101000,0.070197,0.070197
1.102000,0.070197,0.070197
1.103000,0.070197,0.070197
1.104000,0.070197,0.070197
1.105000,0.070197,0.070197
1.106000,0.070197,0.070197
1.107000,0.070197,0.070197
1.108000,0.070197,0.070197
1.109000,0.070197,0.070197
1.110000,0.070197,0.070197
1.111000,0.070197,0.077967
1.112000,0.070197,0.077967
1.113000,0.070197,0.077967
